date,provider,specialty,total_appointments,attended_appointments,no_show_appointments,avg_wait_time_min,avg_visit_duration_min,total_scheduled_minutes,capacity_minutes,utilization_rate,no_show_rate,capacity_gap_minutes,utilization_status
2016-05-06,CHR-03,Chronic Care,15,11,4,15.33,24.53,368,510,0.7216,0.2667,-142,Balanced
2016-05-06,CHR-04,Chronic Care,17,11,6,15.24,25.41,432,510,0.8471,0.3529,-78,Balanced
2016-05-06,CHR-05,Chronic Care,17,13,4,15.47,25.65,436,510,0.8549,0.2353,-74,Balanced
2016-05-06,CHR-06,Chronic Care,14,14,0,17.21,26.57,372,510,0.7294,0.0,-138,Balanced
2016-05-06,CHR-07,Chronic Care,23,17,6,24.65,24.87,572,510,1.1216,0.2609,62,Overloaded
2016-05-06,CHR-08,Chronic Care,19,13,6,18.21,25.47,484,510,0.949,0.3158,-26,Overloaded
2016-05-06,CHR-09,Chronic Care,13,10,3,15.08,25.54,332,510,0.651,0.2308,-178,Balanced
2016-05-06,CHR-10,Chronic Care,22,20,2,25.23,25.27,556,510,1.0902,0.0909,46,Overloaded
2016-05-06,CHR-11,Chronic Care,18,14,4,17.78,25.67,462,510,0.9059,0.2222,-48,Overloaded
2016-05-06,CHR-12,Chronic Care,21,18,3,20.43,25.33,532,510,1.0431,0.1429,22,Overloaded
2016-05-06,CHR-13,Chronic Care,21,18,3,16.86,24.95,524,510,1.0275,0.1429,14,Overloaded
2016-05-06,CHR-14,Chronic Care,23,18,5,26.91,25.39,584,510,1.1451,0.2174,74,Overloaded
2016-05-06,CHR-15,Chronic Care,21,18,3,19.67,25.43,534,510,1.0471,0.1429,24,Overloaded
2016-05-06,CHR-16,Chronic Care,18,14,4,16.0,25.22,454,510,0.8902,0.2222,-56,Balanced
2016-05-06,CHR-17,Chronic Care,18,14,4,15.0,24.89,448,510,0.8784,0.2222,-62,Balanced
2016-05-06,CHR-18,Chronic Care,20,15,5,17.8,25.4,508,510,0.9961,0.25,-2,Overloaded
2016-05-06,CHR-19,Chronic Care,25,21,4,37.04,25.76,644,510,1.2627,0.16,134,Overloaded
2016-05-06,CHR-20,Chronic Care,17,14,3,17.06,25.53,434,510,0.851,0.1765,-76,Balanced
2016-05-06,CHR-21,Chronic Care,25,20,5,33.72,24.8,620,510,1.2157,0.2,110,Overloaded
2016-05-06,CHR-22,Chronic Care,21,16,5,18.0,25.33,532,510,1.0431,0.2381,22,Overloaded
2016-05-06,CHR-23,Chronic Care,10,7,3,13.6,24.8,248,510,0.4863,0.3,-262,Underused
2016-05-06,CHR-24,Chronic Care,27,19,8,42.93,25.04,676,510,1.3255,0.2963,166,Overloaded
2016-05-06,FM-01,Family Medicine,39,34,5,40.67,17.15,669,540,1.2389,0.1282,129,Overloaded
2016-05-06,FM-02,Family Medicine,42,37,5,55.52,17.29,726,540,1.3444,0.119,186,Overloaded
2016-05-06,FM-03,Family Medicine,45,37,8,64.62,17.13,771,540,1.4278,0.1778,231,Overloaded
2016-05-06,FM-04,Family Medicine,38,30,8,41.03,17.47,664,540,1.2296,0.2105,124,Overloaded
2016-05-06,FM-05,Family Medicine,41,31,10,50.68,17.34,711,540,1.3167,0.2439,171,Overloaded
2016-05-06,FM-06,Family Medicine,43,35,8,59.21,17.28,743,540,1.3759,0.186,203,Overloaded
2016-05-06,FM-07,Family Medicine,35,28,7,26.77,17.34,607,540,1.1241,0.2,67,Overloaded
2016-05-06,FM-08,Family Medicine,46,35,11,70.46,17.3,796,540,1.4741,0.2391,256,Overloaded
2016-05-06,FM-09,Family Medicine,43,34,9,58.44,17.33,745,540,1.3796,0.2093,205,Overloaded
2016-05-06,FM-10,Family Medicine,31,27,4,15.39,17.45,541,540,1.0019,0.129,1,Overloaded
2016-05-06,FM-11,Family Medicine,30,28,2,12.43,17.27,518,540,0.9593,0.0667,-22,Overloaded
2016-05-06,FM-12,Family Medicine,34,32,2,22.35,17.29,588,540,1.0889,0.0588,48,Overloaded
2016-05-06,FM-13,Family Medicine,48,43,5,77.08,17.21,826,540,1.5296,0.1042,286,Overloaded
2016-05-06,FM-14,Family Medicine,47,35,12,73.53,17.17,807,540,1.4944,0.2553,267,Overloaded
2016-05-06,FM-15,Family Medicine,37,28,9,33.89,17.32,641,540,1.187,0.2432,101,Overloaded
2016-05-06,FM-16,Family Medicine,43,31,12,59.35,17.37,747,540,1.3833,0.2791,207,Overloaded
2016-05-06,FM-17,Family Medicine,31,26,5,12.81,17.06,529,540,0.9796,0.1613,-11,Overloaded
2016-05-06,FM-18,Family Medicine,30,21,9,12.53,17.07,512,540,0.9481,0.3,-28,Overloaded
2016-05-06,FM-19,Family Medicine,41,36,5,50.39,17.34,711,540,1.3167,0.122,171,Overloaded
2016-05-06,FM-20,Family Medicine,36,30,6,29.22,17.11,616,540,1.1407,0.1667,76,Overloaded
2016-05-06,FM-21,Family Medicine,50,39,11,85.44,17.28,864,540,1.6,0.22,324,Overloaded
2016-05-06,FM-22,Family Medicine,41,35,6,50.83,17.15,703,540,1.3019,0.1463,163,Overloaded
2016-05-06,FM-23,Family Medicine,35,33,2,23.77,17.06,597,540,1.1056,0.0571,57,Overloaded
2016-05-06,FM-24,Family Medicine,38,33,5,37.0,17.05,648,540,1.2,0.1316,108,Overloaded
2016-05-06,GER-01,Geriatrics,18,18,0,24.78,32.33,582,480,1.2125,0.0,102,Overloaded
2016-05-06,GER-02,Geriatrics,16,11,5,17.44,31.12,498,480,1.0375,0.3125,18,Overloaded
2016-05-06,GER-03,Geriatrics,21,18,3,35.71,32.14,675,480,1.4062,0.1429,195,Overloaded
2016-05-06,GER-04,Geriatrics,19,19,0,28.89,31.74,603,480,1.2562,0.0,123,Overloaded
2016-05-06,GER-05,Geriatrics,23,18,5,45.87,32.65,751,480,1.5646,0.2174,271,Overloaded
2016-05-06,GER-06,Geriatrics,19,16,3,34.0,34.05,647,480,1.3479,0.1579,167,Overloaded
2016-05-06,GER-07,Geriatrics,18,13,5,28.72,33.56,604,480,1.2583,0.2778,124,Overloaded
2016-05-06,GER-08,Geriatrics,21,18,3,37.1,31.86,669,480,1.3938,0.1429,189,Overloaded
2016-05-06,GER-09,Geriatrics,26,20,6,57.54,32.77,852,480,1.775,0.2308,372,Overloaded
2016-05-06,GER-10,Geriatrics,26,22,4,57.54,32.38,842,480,1.7542,0.1538,362,Overloaded
2016-05-06,GER-11,Geriatrics,17,16,1,20.94,31.94,543,480,1.1312,0.0588,63,Overloaded
2016-05-06,GER-12,Geriatrics,16,14,2,19.06,32.62,522,480,1.0875,0.125,42,Overloaded
2016-05-06,GER-13,Geriatrics,27,21,6,60.93,32.56,879,480,1.8312,0.2222,399,Overloaded
2016-05-06,GER-14,Geriatrics,24,21,3,50.33,32.58,782,480,1.6292,0.125,302,Overloaded
2016-05-06,GER-15,Geriatrics,17,13,4,21.65,33.35,567,480,1.1812,0.2353,87,Overloaded
2016-05-06,GER-16,Geriatrics,8,8,0,14.0,30.0,240,480,0.5,0.0,-240,Underused
2016-05-06,GER-17,Geriatrics,23,19,4,47.26,33.35,767,480,1.5979,0.1739,287,Overloaded
2016-05-06,GER-18,Geriatrics,24,23,1,52.21,33.17,796,480,1.6583,0.0417,316,Overloaded
2016-05-06,GER-19,Geriatrics,25,18,7,52.32,32.44,811,480,1.6896,0.28,331,Overloaded
2016-05-06,GER-20,Geriatrics,20,16,4,36.6,33.7,674,480,1.4042,0.2,194,Overloaded
2016-05-06,GER-21,Geriatrics,16,12,4,22.81,34.88,558,480,1.1625,0.25,78,Overloaded
2016-05-06,GER-22,Geriatrics,19,14,5,32.05,33.0,627,480,1.3062,0.2632,147,Overloaded
2016-05-06,GER-23,Geriatrics,15,13,2,15.6,32.47,487,480,1.0146,0.1333,7,Overloaded
2016-05-06,GER-24,Geriatrics,20,16,4,33.6,32.2,644,480,1.3417,0.2,164,Overloaded
2016-05-06,PED-01,Pediatrics,37,28,9,16.03,15.08,558,540,1.0333,0.2432,18,Overloaded
2016-05-06,PED-02,Pediatrics,42,32,10,39.17,15.36,645,540,1.1944,0.2381,105,Overloaded
2016-05-06,PED-03,Pediatrics,35,26,9,13.49,15.31,536,540,0.9926,0.2571,-4,Overloaded
2016-05-06,PED-04,Pediatrics,39,28,11,26.72,15.26,595,540,1.1019,0.2821,55,Overloaded
2016-05-06,PED-05,Pediatrics,50,35,15,70.52,15.26,763,540,1.413,0.3,223,Overloaded
2016-05-06,PED-06,Pediatrics,44,32,12,46.91,15.25,671,540,1.2426,0.2727,131,Overloaded
2016-05-06,PED-07,Pediatrics,38,30,8,21.66,15.18,577,540,1.0685,0.2105,37,Overloaded
2016-05-06,PED-08,Pediatrics,29,21,8,13.07,15.1,438,540,0.8111,0.2759,-102,Balanced
2016-05-06,PED-09,Pediatrics,37,25,12,16.54,15.16,561,540,1.0389,0.3243,21,Overloaded
2016-05-06,PED-10,Pediatrics,45,35,10,50.31,15.29,688,540,1.2741,0.2222,148,Overloaded
2016-05-06,PED-11,Pediatrics,28,24,4,11.18,15.18,425,540,0.787,0.1429,-115,Balanced
2016-05-06,PED-12,Pediatrics,39,33,6,27.33,15.28,596,540,1.1037,0.1538,56,Overloaded
2016-05-06,PED-13,Pediatrics,41,35,6,33.98,15.29,627,540,1.1611,0.1463,87,Overloaded
2016-05-06,PED-14,Pediatrics,39,30,9,26.44,15.13,590,540,1.0926,0.2308,50,Overloaded
2016-05-06,PED-15,Pediatrics,35,30,5,12.6,15.17,531,540,0.9833,0.1429,-9,Overloaded
2016-05-06,PED-16,Pediatrics,36,33,3,14.03,15.19,547,540,1.013,0.0833,7,Overloaded
2016-05-06,PED-17,Pediatrics,32,24,8,10.91,15.31,490,540,0.9074,0.25,-50,Overloaded
2016-05-06,PED-18,Pediatrics,35,29,6,14.63,15.31,536,540,0.9926,0.1714,-4,Overloaded
2016-05-06,PED-19,Pediatrics,32,27,5,12.47,15.31,490,540,0.9074,0.1562,-50,Overloaded
2016-05-06,PED-20,Pediatrics,43,34,9,42.47,15.26,656,540,1.2148,0.2093,116,Overloaded
2016-05-06,PED-21,Pediatrics,38,27,11,21.21,15.24,579,540,1.0722,0.2895,39,Overloaded
2016-05-06,PED-22,Pediatrics,33,25,8,13.94,15.12,499,540,0.9241,0.2424,-41,Overloaded
2016-05-06,PED-23,Pediatrics,33,28,5,11.33,15.18,501,540,0.9278,0.1515,-39,Overloaded
2016-05-06,PED-24,Pediatrics,30,22,8,13.83,15.23,457,540,0.8463,0.2667,-83,Balanced
2016-05-06,REH-01,Rehabilitation,3,2,1,17.0,36.33,109,450,0.2422,0.3333,-341,Underused
2016-05-06,REH-02,Rehabilitation,3,2,1,20.33,36.0,108,450,0.24,0.3333,-342,Underused
2016-05-06,REH-03,Rehabilitation,7,7,0,17.14,35.14,246,450,0.5467,0.0,-204,Underused
2016-05-06,REH-04,Rehabilitation,3,3,0,16.0,35.0,105,450,0.2333,0.0,-345,Underused
2016-05-06,REH-05,Rehabilitation,3,2,1,18.0,39.67,119,450,0.2644,0.3333,-331,Underused
2016-05-06,REH-07,Rehabilitation,3,1,2,16.0,40.0,120,450,0.2667,0.6667,-330,Underused
2016-05-06,REH-08,Rehabilitation,2,2,0,22.0,41.0,82,450,0.1822,0.0,-368,Underused
2016-05-06,REH-09,Rehabilitation,2,2,0,19.0,39.0,78,450,0.1733,0.0,-372,Underused
2016-05-06,REH-10,Rehabilitation,6,4,2,15.0,33.83,203,450,0.4511,0.3333,-247,Underused
2016-05-06,REH-11,Rehabilitation,5,4,1,15.4,33.4,167,450,0.3711,0.2,-283,Underused
2016-05-06,REH-12,Rehabilitation,3,3,0,14.33,32.67,98,450,0.2178,0.0,-352,Underused
2016-05-06,REH-13,Rehabilitation,3,3,0,18.0,34.67,104,450,0.2311,0.0,-346,Underused
2016-05-06,REH-14,Rehabilitation,3,3,0,18.33,37.33,112,450,0.2489,0.0,-338,Underused
2016-05-06,REH-15,Rehabilitation,2,2,0,13.5,36.5,73,450,0.1622,0.0,-377,Underused
2016-05-06,REH-16,Rehabilitation,4,3,1,20.75,37.75,151,450,0.3356,0.25,-299,Underused
2016-05-06,REH-17,Rehabilitation,4,3,1,16.75,37.0,148,450,0.3289,0.25,-302,Underused
2016-05-06,REH-18,Rehabilitation,3,3,0,17.33,34.33,103,450,0.2289,0.0,-347,Underused
2016-05-06,REH-19,Rehabilitation,4,4,0,16.25,39.25,157,450,0.3489,0.0,-293,Underused
2016-05-06,REH-20,Rehabilitation,2,1,1,16.5,39.5,79,450,0.1756,0.5,-371,Underused
2016-05-06,REH-21,Rehabilitation,1,1,0,21.0,32.0,32,450,0.0711,0.0,-418,Underused
2016-05-06,REH-22,Rehabilitation,3,3,0,19.33,34.0,102,450,0.2267,0.0,-348,Underused
2016-05-06,REH-23,Rehabilitation,4,3,1,15.25,31.5,126,450,0.28,0.25,-324,Underused
2016-05-06,WH-01,Women's Health,29,23,6,13.21,18.48,536,540,0.9926,0.2069,-4,Overloaded
2016-05-06,WH-02,Women's Health,41,29,12,58.68,18.49,758,540,1.4037,0.2927,218,Overloaded
2016-05-06,WH-03,Women's Health,34,25,9,30.21,18.53,630,540,1.1667,0.2647,90,Overloaded
2016-05-06,WH-04,Women's Health,35,33,2,35.71,18.4,644,540,1.1926,0.0571,104,Overloaded
2016-05-06,WH-05,Women's Health,36,26,10,38.11,18.5,666,540,1.2333,0.2778,126,Overloaded
2016-05-06,WH-06,Women's Health,32,23,9,23.84,18.69,598,540,1.1074,0.2812,58,Overloaded
2016-05-06,WH-07,Women's Health,48,33,15,86.38,18.71,898,540,1.663,0.3125,358,Overloaded
2016-05-06,WH-08,Women's Health,34,23,11,32.53,18.59,632,540,1.1704,0.3235,92,Overloaded
2016-05-06,WH-09,Women's Health,35,26,9,35.2,18.46,646,540,1.1963,0.2571,106,Overloaded
2016-05-06,WH-10,Women's Health,42,33,9,63.76,18.52,778,540,1.4407,0.2143,238,Overloaded
2016-05-06,WH-11,Women's Health,42,32,10,61.12,18.38,772,540,1.4296,0.2381,232,Overloaded
2016-05-06,WH-12,Women's Health,44,33,11,72.09,18.59,818,540,1.5148,0.25,278,Overloaded
2016-05-06,WH-13,Women's Health,40,29,11,54.05,18.45,738,540,1.3667,0.275,198,Overloaded
2016-05-06,WH-14,Women's Health,40,32,8,53.12,18.2,728,540,1.3481,0.2,188,Overloaded
2016-05-06,WH-15,Women's Health,46,37,9,77.22,18.26,840,540,1.5556,0.1957,300,Overloaded
2016-05-06,WH-16,Women's Health,43,31,12,68.74,18.79,808,540,1.4963,0.2791,268,Overloaded
2016-05-06,WH-17,Women's Health,42,34,8,62.33,18.48,776,540,1.437,0.1905,236,Overloaded
2016-05-06,WH-18,Women's Health,44,37,7,72.59,18.77,826,540,1.5296,0.1591,286,Overloaded
2016-05-06,WH-19,Women's Health,32,21,11,22.69,18.5,592,540,1.0963,0.3438,52,Overloaded
2016-05-06,WH-20,Women's Health,48,40,8,85.98,18.46,886,540,1.6407,0.1667,346,Overloaded
2016-05-06,WH-21,Women's Health,29,23,6,13.07,18.41,534,540,0.9889,0.2069,-6,Overloaded
2016-05-06,WH-22,Women's Health,29,22,7,13.38,18.62,540,540,1.0,0.2414,0,Overloaded
2016-05-06,WH-23,Women's Health,41,32,9,58.54,18.59,762,540,1.4111,0.2195,222,Overloaded
2016-05-06,WH-24,Women's Health,40,30,10,55.45,18.55,742,540,1.3741,0.25,202,Overloaded
2016-05-09,BH-01,Behavioral Health,7,4,3,14.29,26.57,186,480,0.3875,0.4286,-294,Underused
2016-05-09,BH-02,Behavioral Health,5,5,0,19.2,29.2,146,480,0.3042,0.0,-334,Underused
2016-05-09,BH-03,Behavioral Health,4,3,1,17.25,28.5,114,480,0.2375,0.25,-366,Underused
2016-05-09,BH-04,Behavioral Health,4,3,1,20.0,30.5,122,480,0.2542,0.25,-358,Underused
2016-05-09,BH-05,Behavioral Health,5,4,1,19.8,30.4,152,480,0.3167,0.2,-328,Underused
2016-05-09,BH-06,Behavioral Health,5,4,1,18.6,30.0,150,480,0.3125,0.2,-330,Underused
2016-05-09,BH-07,Behavioral Health,3,3,0,16.0,27.33,82,480,0.1708,0.0,-398,Underused
2016-05-09,BH-08,Behavioral Health,1,1,0,19.0,30.0,30,480,0.0625,0.0,-450,Underused
2016-05-09,BH-09,Behavioral Health,6,6,0,16.83,26.0,156,480,0.325,0.0,-324,Underused
2016-05-09,BH-10,Behavioral Health,5,3,2,19.0,28.0,140,480,0.2917,0.4,-340,Underused
2016-05-09,BH-11,Behavioral Health,8,5,3,16.5,28.0,224,480,0.4667,0.375,-256,Underused
2016-05-09,BH-12,Behavioral Health,6,4,2,18.83,28.0,168,480,0.35,0.3333,-312,Underused
2016-05-09,BH-13,Behavioral Health,4,4,0,20.75,31.5,126,480,0.2625,0.0,-354,Underused
2016-05-09,BH-14,Behavioral Health,4,4,0,18.75,30.0,120,480,0.25,0.0,-360,Underused
2016-05-09,BH-15,Behavioral Health,6,5,1,16.33,26.67,160,480,0.3333,0.1667,-320,Underused
2016-05-09,BH-16,Behavioral Health,6,5,1,16.17,26.67,160,480,0.3333,0.1667,-320,Underused
2016-05-09,BH-17,Behavioral Health,4,4,0,18.5,28.0,112,480,0.2333,0.0,-368,Underused
2016-05-09,BH-18,Behavioral Health,10,6,4,19.3,29.4,294,480,0.6125,0.4,-186,Balanced
2016-05-09,BH-19,Behavioral Health,5,5,0,18.2,29.2,146,480,0.3042,0.0,-334,Underused
2016-05-09,BH-20,Behavioral Health,4,4,0,18.0,29.0,116,480,0.2417,0.0,-364,Underused
2016-05-09,BH-21,Behavioral Health,5,4,1,16.4,28.4,142,480,0.2958,0.2,-338,Underused
2016-05-09,BH-22,Behavioral Health,9,4,5,15.22,27.78,250,480,0.5208,0.5556,-230,Underused
2016-05-09,BH-23,Behavioral Health,8,5,3,16.12,27.5,220,480,0.4583,0.375,-260,Underused
2016-05-09,BH-24,Behavioral Health,6,2,4,17.5,28.0,168,480,0.35,0.6667,-312,Underused
2016-05-09,CHR-01,Chronic Care,23,20,3,29.04,25.74,592,510,1.1608,0.1304,82,Overloaded
2016-05-09,CHR-02,Chronic Care,19,15,4,17.58,25.05,476,510,0.9333,0.2105,-34,Overloaded
2016-05-09,CHR-03,Chronic Care,23,19,4,25.22,24.96,574,510,1.1255,0.1739,64,Overloaded
2016-05-09,CHR-04,Chronic Care,24,21,3,31.33,25.25,606,510,1.1882,0.125,96,Overloaded
2016-05-09,CHR-05,Chronic Care,24,16,8,31.83,25.58,614,510,1.2039,0.3333,104,Overloaded
2016-05-09,CHR-06,Chronic Care,19,13,6,18.16,25.26,480,510,0.9412,0.3158,-30,Overloaded
2016-05-09,CHR-07,Chronic Care,25,18,7,33.64,24.88,622,510,1.2196,0.28,112,Overloaded
2016-05-09,CHR-08,Chronic Care,14,11,3,15.79,25.57,358,510,0.702,0.2143,-152,Balanced
2016-05-09,CHR-09,Chronic Care,26,19,7,37.92,24.77,644,510,1.2627,0.2692,134,Overloaded
2016-05-09,CHR-10,Chronic Care,19,15,4,19.05,26.11,496,510,0.9725,0.2105,-14,Overloaded
2016-05-09,CHR-11,Chronic Care,21,17,4,18.81,25.05,526,510,1.0314,0.1905,16,Overloaded
2016-05-09,CHR-12,Chronic Care,21,14,7,18.1,25.14,528,510,1.0353,0.3333,18,Overloaded
2016-05-09,CHR-13,Chronic Care,15,14,1,15.67,25.33,380,510,0.7451,0.0667,-130,Balanced
2016-05-09,CHR-14,Chronic Care,20,15,5,19.25,25.7,514,510,1.0078,0.25,4,Overloaded
2016-05-09,CHR-15,Chronic Care,33,25,8,67.79,25.52,842,510,1.651,0.2424,332,Overloaded
2016-05-09,CHR-16,Chronic Care,25,16,9,36.4,25.44,636,510,1.2471,0.36,126,Overloaded
2016-05-09,CHR-17,Chronic Care,15,11,4,15.0,24.27,364,510,0.7137,0.2667,-146,Balanced
2016-05-09,CHR-18,Chronic Care,26,23,3,41.0,25.46,662,510,1.298,0.1154,152,Overloaded
2016-05-09,CHR-19,Chronic Care,19,13,6,17.21,25.79,490,510,0.9608,0.3158,-20,Overloaded
2016-05-09,CHR-20,Chronic Care,22,18,4,24.45,25.09,552,510,1.0824,0.1818,42,Overloaded
2016-05-09,CHR-21,Chronic Care,25,19,6,33.92,25.04,626,510,1.2275,0.24,116,Overloaded
2016-05-09,CHR-22,Chronic Care,21,17,4,19.0,24.95,524,510,1.0275,0.1905,14,Overloaded
2016-05-09,CHR-23,Chronic Care,21,16,5,19.14,25.14,528,510,1.0353,0.2381,18,Overloaded
2016-05-09,CHR-24,Chronic Care,15,13,2,17.67,25.33,380,510,0.7451,0.1333,-130,Balanced
2016-05-09,FM-01,Family Medicine,43,37,6,58.98,17.42,749,540,1.387,0.1395,209,Overloaded
2016-05-09,FM-02,Family Medicine,37,28,9,35.81,17.43,645,540,1.1944,0.2432,105,Overloaded
2016-05-09,FM-03,Family Medicine,44,36,8,62.36,17.32,762,540,1.4111,0.1818,222,Overloaded
2016-05-09,FM-04,Family Medicine,46,35,11,69.17,17.13,788,540,1.4593,0.2391,248,Overloaded
2016-05-09,FM-05,Family Medicine,42,30,12,53.67,17.19,722,540,1.337,0.2857,182,Overloaded
2016-05-09,FM-06,Family Medicine,45,36,9,67.56,17.27,777,540,1.4389,0.2,237,Overloaded
2016-05-09,FM-07,Family Medicine,34,28,6,22.32,17.24,586,540,1.0852,0.1765,46,Overloaded
2016-05-09,FM-08,Family Medicine,41,36,5,50.12,17.15,703,540,1.3019,0.122,163,Overloaded
2016-05-09,FM-09,Family Medicine,51,38,13,89.37,17.35,885,540,1.6389,0.2549,345,Overloaded
2016-05-09,FM-10,Family Medicine,41,33,8,50.24,17.15,703,540,1.3019,0.1951,163,Overloaded
2016-05-09,FM-11,Family Medicine,39,32,7,42.1,17.26,673,540,1.2463,0.1795,133,Overloaded
2016-05-09,FM-12,Family Medicine,44,37,7,62.77,17.27,760,540,1.4074,0.1591,220,Overloaded
2016-05-09,FM-13,Family Medicine,42,35,7,53.52,17.14,720,540,1.3333,0.1667,180,Overloaded
2016-05-09,FM-14,Family Medicine,50,44,6,86.98,17.52,876,540,1.6222,0.12,336,Overloaded
2016-05-09,FM-15,Family Medicine,45,33,12,65.73,17.27,777,540,1.4389,0.2667,237,Overloaded
2016-05-09,FM-16,Family Medicine,48,39,9,79.94,17.38,834,540,1.5444,0.1875,294,Overloaded
2016-05-09,FM-17,Family Medicine,50,38,12,86.64,17.36,868,540,1.6074,0.24,328,Overloaded
2016-05-09,FM-18,Family Medicine,50,40,10,86.28,17.28,864,540,1.6,0.2,324,Overloaded
2016-05-09,FM-19,Family Medicine,43,31,12,58.74,17.28,743,540,1.3759,0.2791,203,Overloaded
2016-05-09,FM-20,Family Medicine,49,41,8,83.02,17.29,847,540,1.5685,0.1633,307,Overloaded
2016-05-09,FM-21,Family Medicine,47,38,9,75.06,17.38,817,540,1.513,0.1915,277,Overloaded
2016-05-09,FM-22,Family Medicine,54,44,10,95.0,17.3,934,540,1.7296,0.1852,394,Overloaded
2016-05-09,FM-23,Family Medicine,47,33,14,74.45,17.26,811,540,1.5019,0.2979,271,Overloaded
2016-05-09,FM-24,Family Medicine,38,29,9,39.34,17.37,660,540,1.2222,0.2368,120,Overloaded
2016-05-09,GER-01,Geriatrics,28,25,3,66.89,32.71,916,480,1.9083,0.1071,436,Overloaded
2016-05-09,GER-02,Geriatrics,29,24,5,69.9,32.38,939,480,1.9562,0.1724,459,Overloaded
2016-05-09,GER-03,Geriatrics,22,19,3,42.09,32.45,714,480,1.4875,0.1364,234,Overloaded
2016-05-09,GER-04,Geriatrics,18,16,2,25.44,32.0,576,480,1.2,0.1111,96,Overloaded
2016-05-09,GER-05,Geriatrics,30,27,3,73.13,32.2,966,480,2.0125,0.1,486,Overloaded
2016-05-09,GER-06,Geriatrics,24,22,2,47.88,31.5,756,480,1.575,0.0833,276,Overloaded
2016-05-09,GER-07,Geriatrics,22,20,2,43.55,32.82,722,480,1.5042,0.0909,242,Overloaded
2016-05-09,GER-08,Geriatrics,26,23,3,60.46,33.15,862,480,1.7958,0.1154,382,Overloaded
2016-05-09,GER-09,Geriatrics,26,21,5,57.27,32.23,838,480,1.7458,0.1923,358,Overloaded
2016-05-09,GER-10,Geriatrics,18,17,1,29.06,33.67,606,480,1.2625,0.0556,126,Overloaded
2016-05-09,GER-11,Geriatrics,16,12,4,18.5,32.25,516,480,1.075,0.25,36,Overloaded
2016-05-09,GER-12,Geriatrics,25,19,6,52.44,31.8,795,480,1.6562,0.24,315,Overloaded
2016-05-09,GER-13,Geriatrics,23,20,3,43.96,31.7,729,480,1.5188,0.1304,249,Overloaded
2016-05-09,GER-14,Geriatrics,18,17,1,27.06,32.33,582,480,1.2125,0.0556,102,Overloaded
2016-05-09,GER-15,Geriatrics,20,17,3,32.9,32.3,646,480,1.3458,0.15,166,Overloaded
2016-05-09,GER-16,Geriatrics,31,29,2,80.35,33.19,1029,480,2.1438,0.0645,549,Overloaded
2016-05-09,GER-17,Geriatrics,29,26,3,70.28,32.45,941,480,1.9604,0.1034,461,Overloaded
2016-05-09,GER-18,Geriatrics,23,21,2,46.3,32.22,741,480,1.5438,0.087,261,Overloaded
2016-05-09,GER-19,Geriatrics,27,21,6,60.93,32.41,875,480,1.8229,0.2222,395,Overloaded
2016-05-09,GER-20,Geriatrics,23,16,7,48.78,33.52,771,480,1.6062,0.3043,291,Overloaded
2016-05-09,GER-21,Geriatrics,21,17,4,39.24,33.1,695,480,1.4479,0.1905,215,Overloaded
2016-05-09,GER-22,Geriatrics,27,21,6,58.96,31.37,847,480,1.7646,0.2222,367,Overloaded
2016-05-09,GER-23,Geriatrics,14,10,4,16.29,33.29,466,480,0.9708,0.2857,-14,Overloaded
2016-05-09,GER-24,Geriatrics,23,15,8,47.78,33.0,759,480,1.5812,0.3478,279,Overloaded
2016-05-09,PED-01,Pediatrics,55,42,13,89.62,15.16,834,540,1.5444,0.2364,294,Overloaded
2016-05-09,PED-02,Pediatrics,43,35,8,42.88,15.16,652,540,1.2074,0.186,112,Overloaded
2016-05-09,PED-03,Pediatrics,50,41,9,70.44,15.24,762,540,1.4111,0.18,222,Overloaded
2016-05-09,PED-04,Pediatrics,45,31,14,51.71,15.31,689,540,1.2759,0.3111,149,Overloaded
2016-05-09,PED-05,Pediatrics,38,28,10,21.11,15.08,573,540,1.0611,0.2632,33,Overloaded
2016-05-09,PED-06,Pediatrics,38,30,8,22.5,15.11,574,540,1.063,0.2105,34,Overloaded
2016-05-09,PED-07,Pediatrics,44,39,5,45.02,15.16,667,540,1.2352,0.1136,127,Overloaded
2016-05-09,PED-08,Pediatrics,60,44,16,95.0,15.27,916,540,1.6963,0.2667,376,Overloaded
2016-05-09,PED-09,Pediatrics,48,38,10,62.29,15.25,732,540,1.3556,0.2083,192,Overloaded
2016-05-09,PED-10,Pediatrics,43,27,16,43.49,15.3,658,540,1.2185,0.3721,118,Overloaded
2016-05-09,PED-11,Pediatrics,48,34,14,62.02,15.17,728,540,1.3481,0.2917,188,Overloaded
2016-05-09,PED-12,Pediatrics,47,38,9,58.81,15.15,712,540,1.3185,0.1915,172,Overloaded
2016-05-09,PED-13,Pediatrics,45,34,11,48.64,15.16,682,540,1.263,0.2444,142,Overloaded
2016-05-09,PED-14,Pediatrics,42,34,8,38.9,15.19,638,540,1.1815,0.1905,98,Overloaded
2016-05-09,PED-15,Pediatrics,56,42,14,92.23,15.18,850,540,1.5741,0.25,310,Overloaded
2016-05-09,PED-16,Pediatrics,45,31,14,50.8,15.27,687,540,1.2722,0.3111,147,Overloaded
2016-05-09,PED-17,Pediatrics,47,34,13,58.11,15.3,719,540,1.3315,0.2766,179,Overloaded
